X1,value,key,vote,date,urlnum,motion_no,amend,amended,title,proposed_by,tabled_dt,debate_dt,motion_text,party.x,constituency.x,region.x,party.y,constituency.y,region.y
2211,Kirsty Williams,Against,NDM6196 Welsh Conservatives debate on the motion without amendment,2017-01-11,4074,NDM6196,FALSE,FALSE,NDM6196 - Assembly Debate,Paul Davies,2017-01-04,2017-01-04,"To propose that the National Assembly for Wales:1. Notes that, in light of National Obesity Awareness Week, obesity levels in Wales are increasing.2. Expresses concern that as many as 59 per cent of adults were classified as overweight or obese, as stated in the recent Welsh Health Survey, and 27.3 per cent of children in Wales are obese or overweight, as recorded in the Child Measurement Programme for Wales: Current Annual Report.3. Calls on the Welsh Government to address the lack of coherence between its public health initiatives, and cuts to local government funding, which prevent the effective uptake of these programmes.  'Welsh Health Survey' 'The Child Measurement Programme for Wales: Current Annual Report'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2245,Kirsty Williams,For,NDM6198 Plaid Cymru debate on the motion without amendment,2017-01-11,4074,NDM6198,FALSE,FALSE,NDM6198 - Assembly Debate,Rhun ap Iorwerth,2017-01-04,2017-01-04,"To propose that the National Assembly for Wales:1. Recognises the important contribution of the Welsh higher education sector in providing important opportunities to the people of Wales, and delivering significant economic benefits to communities across the nation.2. Believes that a successful and vibrant higher education sector is essential for a prosperous Wales.3. Believes that the Welsh Government should do all that is necessary to safeguard the future sustainability of the Welsh higher education sector.4. Calls on the Welsh Government to work with the UK Government to:a) protect or replace existing EU funding and programmes for research and higher education;b) secure the continued participation of Welsh universities in the Erasmus Plus scheme of staff and student exchange, and to support further international collaborations and movement of students, researchers, and staff;c) secure the visa and citizenship status of EU nationals working in Welsh universities;d) enable Welsh universities to participate in a post-study work visa scheme; ande) remove international students from UK net migration targets.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2295,Kirsty Williams,Against,NDM6197 United Kingdom Independence Party debate on the motion without amendment,2017-01-11,4074,NDM6197,FALSE,FALSE,NDM6197 - Assembly Debate,Neil Hamilton,2017-01-04,2017-01-04,"To propose that the National Assembly for Wales:1. Welcomes the First Minister's fact-finding trip to Norway to see for himself the regulatory burdens and costs imposed on Norway by full membership of the EU's Single Market.2. Notes that these burdens and costs fall on all Norway's businesses, whether they export to the EU or not.3. Believes that:a) it is in Wales's best interests for laws and regulations to be made by Britain's democratically-elected representatives in Westminster and Cardiff, not remote and unaccountable officials in Brussels; andb) Single Market membership would preclude effective control of immigration of EU citizens into the UK, thus undermining the referendum result and frustrating the wishes of a majority of Wales's voters.4. Notes that the EU currently exports £8 billion more in goods to the UK every month than the UK exports to the EU.5. Supports the UK Government's general negotiating position of seeking the maximum degree of free trade with the EU consistent with firm immigration control.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2338,Kirsty Williams,For,NDM6202 - Debate: The Local Government Settlement 2017-18,2017-01-17,4075,NDM6202,FALSE,FALSE,NDM6202 - Government Debate,Jane Hutt,2016-01-10,2016-01-10,"To propose that the National Assembly for Wales, in accordance with Section 84H of the Local Government Finance Act 1988, approves the Local Government Finance Report (No. 1) 2017-2018 (Final Settlement - Councils), which was laid in the Table Office on 21 December 2016.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2580,Kirsty Williams,Against,NDM6214 - United Kingdom Independence Party debate on the motion without amendment,2017-01-25,4078,NDM6214,FALSE,FALSE,NDM6214 - Assembly Debate,Caroline Jones,2017-01-18,2017-01-18,"To propose that the National Assembly for Wales:1. Recognises that the majority of patients their first, and sometimes only, contact with the NHS is through general practice.2. Regrets that, despite this, general practice receives less than eight per cent of the health budget.3. Calls on the Welsh Government to prioritise general practice with significant investment in resources, people and infrastructure.",UKIP,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2627,Kirsty Williams,For,"NDM6217 Debate: The Annual Report on Equality 2015-2016, including the Welsh Ministers' Interim Report on Equality 2016",2017-01-31,4079,NDM6217,FALSE,FALSE,NDM6217 - Government Debate,Jane Hutt,2017-01-24,2017-01-24,"To propose that the National Assembly for Wales:1. Recognises the progress made in partnership with other public bodies and the third sector to promote greater equality in Wales, as demonstrated in the Annual Report on Equality 2015-2016 and Welsh Ministers' Interim Report on Equality 2016, and 2. Reaffirms the Assembly's commitment to making Wales a fairer, more equal nation.'Annual Report on Equality 2015-2016 and Welsh Ministers' Interim Report on Equality 2016'",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2694,Kirsty Williams,Against,NDM6223 - Plaid Cymru debate on the motion without amendment,2017-02-01,4080,NDM6223,FALSE,FALSE,NDM6223 - Assembly Debate,Rhun ap Iorwerth,2017-01-25,2017-01-25,"To propose that the National Assembly for Wales:1. Believes that good social care services play an essential role in keeping the NHS sustainable.2. Notes that unpaid carers make a critical and unappreciated contribution towards ensuring the sustainability of health and social care and regrets the fall in the number of nights of respite care provided since 2011.3. Believes that community hospitals could play a vital role in providing respite care, and in easing the transition back to community health settings for those who have required hospital settings.4. Calls on the Welsh Government to reverse the practice of closing community hospitals and explore ways of restoring the availability of beds for use by both health and social care services",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2752,Kirsty Williams,Abstain,NDM6222 - Debate on Members' Legislative Proposals,2017-02-08,4082,NDM6222,FALSE,FALSE,NDM6222 - Debate on Members’ Legislative Proposal,Suzy Davies,2017-01-25,2017-01-25,To propose that the National Assembly for Wales:1. Notes a proposal for a Bill on life saving skills.2. Notes that the purpose of the Bill would be to:a) create statutory rights for people to receive age appropriate life-saving skills education and training at various life stagesb) create statutory responsibilities to ensure:i) that life-saving skills training is provided;ii) provision of defibrillators in appropriate locations;iii) provision of life-saving skills trained individuals in key positions in public services (as an upgrade to an identified first aid person); andiv) that basic first aid materials are available to the public in public buildings not just the staff.c) create remedies and enforcement regarding the above.,Conservative,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2786,Kirsty Williams,Against,NDM6229 - Welsh Conservatives debate on the motion without amendment,2017-02-08,4082,NDM6229,FALSE,FALSE,NDM6229 - Assembly Debate,Paul Davies,2017-02-01,2017-02-01,"To propose that the National Assembly for Wales:1. Recognises the vital contribution that further education and vocational skills make to the Welsh economy, especially in our most disadvantaged communities 2. Calls on the Welsh Government to commit to a three-year funding cycle for further education colleges at a fair level, to enable more sustainable planning and safeguard the skills needed to make local economies resilient.3. Calls on the Welsh Government to invest a significant proportion of the savings it expects to make as a result of changes to higher education student support into the further education sector, including into higher level skills delivered in a further education setting and Welsh language provision.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2827,Kirsty Williams,Against,NDM6232 - Welsh Conservatives debate on the motion without amendment,2017-02-08,4082,NDM6232,FALSE,FALSE,NDM6232 - Assembly Debate,Paul Davies,2017-02-01,2017-02-01,To propose that the National Assembly for Wales:1. Notes the UK Government's industrial strategy and the impact it will have on Wales.2. Recognises the inter-governmental work to develop the North Wales Growth Deal.3. Believes that city regions can play a valuable role in delivering economic improvements to communities across Wales.4. Calls on the Welsh Government to work with key stakeholders to drive economic growth in all parts of Wales.'Building our Industrial Strategy – UK Government Green Paper January 2017',Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2870,Kirsty Williams,For,NDM6233 - Legislative Consent Motion on the Higher Education and Research Bill,2017-02-14,4083,NDM6233,FALSE,FALSE,NDM6233 - Government Debate,Kirsty Williams,2017-02-07,2017-02-07,"To propose that the National Assembly for Wales, in accordance with Standing Order 29.6 agrees that provisions in the Higher Education and Research Bill, relating to the rating of higher education, financial support for students, the independent student complaints scheme and support for research in so far as they fall within the legislative competence of the National Assembly for Wales, should be considered by the UK Parliament.A Legislative Consent Memorandum has been laid in Table Office on 17 November and revised on 1 December and a Supplementary Legislative Consent Memorandum has been laid in Table Office on 5 January in accordance with Standing Order 29.2.'Higher Education and Research Bill'",Liberal Democrats,Brecon & Radnorshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2912,Kirsty Williams,For,NDM6235 - Debate on the Police Settlement 2017-18,2017-02-14,4083,NDM6235,FALSE,FALSE,NDM6235 - Government Debate,Jane Hutt,2017-02-07,2017-02-07,"To propose that the National Assembly for Wales: Under Section 84H of the Local Government Finance Act 1988, approves the Local Government Finance Report (No. 2) 2017-18 (Final Settlement - Police and Crime Commissioners), which was laid in the Table Office on 1 February 2017.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2980,Kirsty Williams,Against,NDM6240 - Plaid Cymru debate on the motion without amendment,2017-02-15,4084,NDM6240,FALSE,FALSE,NDM6240 - Assembly Debate,Rhun ap Iorwerth,2017-02-08,2017-02-08,"To propose that the National Assembly for Wales: 1. Recognises the importance of easily accessible financial advice and banking services to individuals and businesses in all communities in Wales.2. Regrets the closure of bank and building society branches in communities across Wales.3. Calls on the Welsh Government to:a) urgently explore all options to meet the financial needs of individuals and businesses in Wales; andb) examine the legislative and regulatory steps necessary to establish alternative models of banking service provision, including a Welsh People's Bank on the model of local savings banks.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3029,Kirsty Williams,Against,NDM6245 - Plaid Cymru debate on the motion without amendment,2017-03-01,4251,NDM6245,FALSE,FALSE,NDM6245 - Assembly Debate,Rhun ap Iorwerth,2017-02-22,2017-02-22,"To propose that the National Assembly for Wales:1. Notes Wales's prominent contribution to the industrial revolution, to the creation of the National Health Service and its leading role in the development of secondary education provision.2. Regrets:a) that recent GVA statistics released in December 2016 show that GVA per head in Wales in 2015 was 71 per cent of the UK average, the lowest amongst the devolved countries and English regions;b) that patients in Wales will wait substantially longer for diagnosis and treatment than they would for the same conditions in England and Scotland; andc) Wales's most recent performance in the OECD's 2015 Programme for International Student Assessment, published in December 2016, which revealed that scores in maths, reading, and science were lower in 2015 than in 2006, and lower than the UK average.3. Recognises:a) the essential role of education and skills as an important driver to improve Wales's economic productivity levels;b) the need for sustained improvement in Welsh waiting times for diagnosis and treatment; andc) the potential of the blue and green economy in ensuring the future economic prosperity of Wales.'Regional gross value added (GVA) and sub-regional gross value added, December 2016''OECD Programme for International Student Assessment 2015'",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3053,Kirsty Williams,For,NDM6236 - Debate: The Second Supplementary Budget 2016-17,2017-03-07,4252,NDM6236,FALSE,FALSE,NDM6236 - Government Debate,Jane Hutt,2017-02-07,2017-02-07,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.30, approves the Second Supplementary Budget for the financial year 2016-17 laid in the Table Office and emailed to Assembly Members on Tuesday, 7 February 2017.Footnote:In accordance with the relevant provisions contained in the Government of Wales Act 2006 and Standing Order 20, the Supplementary Budget comprises the following information:(i) the written statement required under section 125(3) of the Government of Wales Act; (ii) the resources agreed by the Treasury for the Welsh block budget for the financial year covered by the motion;(iii) a reconciliation between the resources allocated to the Welsh block budget by the Treasury and the resources to be authorised for use in the motion;(iv) a reconciliation between the estimated amounts to be paid into the Welsh Consolidated Fund by the Secretary of State and the amounts to be authorised for payment out of the Fund in the motion; and (v) a reconciliation between the resources to be authorised under section 125(1)(a) and (b) of the Act and the amounts to be authorised for payment out of the Welsh Consolidated Fund under section 125(1)(c).The following additional information has been made available to Members:- a note explaining the main changes from previous plans.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3100,Kirsty Williams,For,NDM6246 - Debate: The Estyn Annual Report 2015-16,2017-03-07,4252,NDM6246,FALSE,FALSE,NDM6246 - Government Debate,Jane Hutt,2017-02-28,2017-02-28,To propose that the National Assembly for Wales:Notes the annual report for 2015-16 of Her Majesty's Chief Inspector of Education and Training in Wales.A copy of the report was laid in the Table Office on 28 February 2017.,Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3151,Kirsty Williams,For,NDM6247 - Debate: International Women's Day,2017-03-07,4252,NDM6247,FALSE,FALSE,NDM6247 - Government Debate,Jane Hutt,2017-02-28,2017-02-28,"To propose that the National Assembly for Wales:Celebrates International Women's Day 2017 and recognises the role, contribution and achievements of women in the economic, political, social and cultural life of Wales.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3214,Kirsty Williams,Against,NDM6251 - Welsh Conservatives debate on the motion without amendment,2017-03-08,4253,NDM6251,FALSE,FALSE,NDM6251 - Assembly Debate,Paul Davies,2017-02-28,2017-02-28,"To propose that the National Assembly for Wales:1. Recognises that secure housing, healthcare, education, and being safe at home, safe at school and in the community builds the foundation for a child's healthy development; 2. Notes the importance of a long term vision for Child Health, which promotes health and well-being from birth.3. Calls on the Welsh Government to improve data collection and the understanding of child health in Wales by:a) extending cancer experience surveys to collect data for under 16s;b) conducting research into peer bullying; andc) re-evaluating perinatal mental health support to ensure consistency across Wales for vulnerable families.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3273,Kirsty Williams,Against,NDM6252 - Plaid Cymru debate on the motion without amendment,2017-03-08,4253,NDM6252,FALSE,FALSE,NDM6252 - Assembly Debate,Rhun ap Iorwerth,2017-02-28,2017-02-28,"Calls on the Welsh Government to review the impact of its decision to cut the funding of the family fund, and to either reverse the cuts to the family fund, or establish mechanisms to provide direct financial support to low income families with disabled children at a minimum of at least the same levels previously provided.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3323,Kirsty Williams,Against,NDM6249 -  Agreement to introduce a Member Bill,2017-03-15,4255,NDM6249,FALSE,FALSE,NDM6249 - Assembly Debate,Dai Lloyd,2017-02-28,2017-02-28,"To propose that the National Assembly for Wales, in accordance with Standing Order 26.91:Agrees that Dai Lloyd AM may introduce a Bill to give effect to the information included in the Explanatory Memorandum tabled on 28 February 2017 under Standing Order 26.91A.",Plaid Cymru,NA,South Wales West,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3359,Kirsty Williams,Against,NDM6257 - Welsh Conservatives debate on the motion without amendment,2017-03-15,4255,NDM6257,FALSE,FALSE,NDM6257 - Assembly Debate,Paul Davies,2017-03-08,2017-03-08,To propose that the National Assembly for Wales:Believes that the Welsh Labour-led Government is failing the people of Wales.,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3430,Kirsty Williams,Abstain,NDM6227 - Debate on a Member's Legislative Proposal,2017-04-05,4261,NDM6227,FALSE,FALSE,NDM6227 - Debate on Members’ Legislative Proposal,Simon Thomas,2017-01-27,2017-01-27,To propose that the National Assembly for Wales:1. Notes a proposal for a Bill on waste reduction.2. Notes that the purpose of the Bill would be to reduce waste through placing requirements on food producers and retailers in respect of packaging.,Plaid Cymru,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3449,Kirsty Williams,Against,NDM6268 - Plaid Cymru debate on the motion without amendment,2017-04-05,4261,NDM6268,FALSE,FALSE,NDM6268 - Assembly Debate,Rhun ap Iorwerth,2017-03-15,2017-03-15,"To propose that the National Assembly for Wales:1. Notes the importance of forward skills planning to meet the future needs of the construction industry to deliver infrastructure projects in Wales and beyond.2. Believes that reform of public sector procurement in Wales is needed to take full advantage of the social, economic and environmental potential of the purchasing power of the Welsh public sector.3. Calls on the Welsh Government:a) to bring forward a procurement bill to make it mandatory for public sector bodies to follow Welsh Government policy on procurement, to maximise the social and economic impact of construction;b) establish a national framework for public sector procurement in Wales to ensure the ambitions set out in the Wales Procurement Policy Statement are delivered;c) to increase levels of capital infrastructure spending to boost the economy in Wales, providing a much needed boost for the construction sector;d) consider the case for establishing a national construction college for Wales to develop high quality skills in the construction industry.'Wales Procurement Policy Statement'",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3479,Kirsty Williams,For,NDM6286 - Welsh Conservatives debate on the motion without amendment,2017-04-05,4261,NDM6286,FALSE,FALSE,NDM6286 - Assembly Debate,Paul Davies,2017-03-29,2017-03-29,"To propose that the National Assembly for Wales:1. Recognises the important role played by local authorities in delivering significant public services across Wales.2. Notes that strong and effective local government should see power put back into the hands of local people and their communities.3. Acknowledges the important role played by small businesses in driving the Welsh economy and believes local authorities should work closely with the business community to encourage greater collaboration, innovation and entrepreneurship.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3540,Kirsty Williams,Against,NDM6295 - Plaid Cymru debate on the motion without amendment,2017-05-03,4287,NDM6295,FALSE,FALSE,NDM6295 - Assembly Debate,Rhun ap Iorwerth,2017-04-25,2017-04-25,"To propose that the National Assembly for Wales:1. Believes that quality local public services are key to the prosperity and wellbeing of our nation.2. Regrets that since 2011-12, funding for local authorities in Wales has decreased by 6.5 per cent, disproportionately affecting some of the weakest and most vulnerable people in communities across Wales.3. Recognises the important role played by local authorities in:a) developing local economies in partnership with the business community;b) ensuring that our streets are clean and safe;c) delivering quality education; andd) delivering social service care that look after the most vulnerable people in communities across Wales.4. Notes that the average salary for Chief Executives running Plaid Cymru-led Councils is nearly £22,000 less than those run by Labour Councils in Wales.5. Believes that local affordable housing development projects should be rooted in the needs of the community.6. Notes the successful child development tracking model, used by Ceredigion Council - the only council judged by Estyn to have excellent performance in Wales in the last full cycle of inspections - to ensure children are reaching their potential, with assistance provided at an early stage to those who are falling behind.7. Regrets that, since 2012, the percentage total of local government procurement spend in Wales has remained static at just 58 per cent.8. Calls on the Welsh Government to scrap zero hours contracts in the social care sector.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3661,Kirsty Williams,For,NDM6303 - Plaid Cymru debate on the motion without amendment,2017-05-10,4289,NDM6303,FALSE,FALSE,NDM6303 - Assembly Debate,Rhun ap Iorwerth,2017-05-03,2017-05-03,"To propose that the National Assembly for Wales:1. Supports the principle of the Welsh National Health Service being kept in public hands.2. Is concerned about the budgetary and cross-border implications for health services in Wales in light of the creeping privatisation of the National Health Service in England.3. Believes that any future UK trade deals must be subject to the consent of this Assembly, where those deals affect devolved policy areas such as health.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3720,Kirsty Williams,Against,NDM6302 - Welsh Conservatives debate on the motion without amendment,2017-05-10,4289,NDM6302,FALSE,FALSE,NDM6302 - Assembly Debate,Paul Davies,2017-05-03,2017-05-03,To propose that the National Assembly for Wales:1. Notes that Wales and the United Kingdom require strong and stable leadership to continue the country's economic prosperity.2. Regrets the First Minister's public endorsement of a proposal to borrow an extra £500 billion which would endanger the future of the Welsh economy.3. Recognises the need for policies to be fully-costed to ensure Wales and the UK's economic progress is not put at risk.,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3782,Kirsty Williams,Abstain,NDM6301 - Motion on a Member's Legislative Proposal,2017-05-17,4291,NDM6301,FALSE,FALSE,NDM6301 - Debate on Members’ Legislative Proposal,Dawn Bowden,2017-05-03,2017-05-03,To propose that the National Assembly for Wales:1. Notes a proposal for an amendment to the Housing Act (Wales) 2014.2. Notes that the purpose of the amendment would be to outlaw the practice of landlords advertising properties for free rent in return for sexual favours.'Housing Act (Wales) 2014',Labour,Merthyr Tydfil & Rhymney,South Wales East,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3806,Kirsty Williams,Against,NDM6305 - Welsh Conservatives debate on the motion without amendment,2017-05-17,4291,NDM6305,FALSE,FALSE,NDM6305 - Assembly Debate,Paul Davies,2017-05-10,2017-05-10,"To propose that the National Assembly for Wales:1. Recognises the multitude of risks which children face using the internet.2. Notes the immense importance of taking action to ensure children are kept safe online, and educating them as to the steps they should be taking to help protect themselves when using the internet.3. Calls on the Welsh Government to outline a comprehensive response to concerns raised by the NSPCC, regarding an increase in related calls they have received about internet safety. 4. Further calls on the Welsh Government to ensure that prioritisation of online safety is integral to all strategies aiming to deliver safer communities for children across Wales.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3852,Kirsty Williams,Against,NDM6308 - Plaid Cymru debate on the motion without amendment,2017-05-17,4291,NDM6308,FALSE,FALSE,NDM6308 - Assembly Debate,Rhun ap Iorwerth,2017-05-10,2017-05-10,"To propose that the National Assembly for Wales:1. Notes continuing difficulties with the training and recruiting of medical staff (including doctors) in many parts of Wales, particularly rural and north Wales.2. Calls for the development of a medical school in Bangor as part of an all-Wales approach to increasing training, recruitment and retention of doctors in Wales.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3892,Kirsty Williams,Against,NDM6310 - Plaid Cymru debate on the motion without amendment,2017-05-17,4291,NDM6310,FALSE,FALSE,NDM6310 - Assembly Debate,Rhun ap Iorwerth,2017-05-10,2017-05-10,"To propose that the National Assembly for Wales:1. Notes that Gross Value-Added per head in the central valleys and Gwent valleys NUTS2 areas is consistently below the Welsh average.2. Notes that unemployment in most south Wales valleys local authorities is above the Welsh average.3. Notes that insecure work, low wages and poverty are significant problems in the south Wales valleys.4. Notes a record of  under-investment in the south Wales valleys by the Welsh and UK Governments.5. Calls on the Welsh Government to:a) create a suitably empowered and accountable Valleys Development Agency;b) bring forward a positive decision on the Circuit of Wales project, subject to normal due diligence; andc) give greater priority to investment in jobs and infrastructure in the valleys.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3922,Kirsty Williams,Against,NDM6309 - United Kingdom Independence Party debate on the motion without amendment,2017-05-17,4291,NDM6309,FALSE,FALSE,NDM6309 - Assembly Debate,Neil Hamilton,2017-05-10,2017-05-10,"To propose that the National Assembly for Wales:1. Believes that, whilst there is a case to support humanitarian and emergency aid to poorer countries especially in specific crises, it makes no sense to fix the foreign aid budget at an arbitrary 0.7 per cent of gross national income (GNI).2. Notes that the UK national debt has been doubled since 2009 and now stands at £1.6 trillion, which equates to £22,000 for every UK man, woman and child.3. Believes that the wellbeing of future generations must be considered when making all public spending decisions and that the foreign aid budget should be evaluated by the UK Government in the context of other pressing needs at home.4. Calls for the repeal of the International Development (Official Development Assistance Target) Act 2015, which enshrined the 0.7 per cent target figure in UK law.5. Believes that much of the foreign aid budget is wasted, diverted by corruption and spent unproductively.6. Calls on the Welsh Government to urge the UK Government to reduce foreign aid target spending to 0.2 per cent of GNI, which is similar to the US, Italian and Spanish aid budgets.7. Believes that the £8 billion savings which would be released should be redirected proportionately to the UK nations and spent on deserving causes like the NHS or social housing.'International Development (Official Development Assistance Target) Act 2015'",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
3975,Kirsty Williams,Against,NDM6316 - Welsh Conservatives debate on the motion without amendment,2017-05-24,4293,NDM6316,FALSE,FALSE,NDM6316 - Assembly Debate,Paul Davies,2017-05-17,2017-05-17,To propose that the National Assembly for Wales:1. Welcomes the UK Prime Minister's commitment to scrap tolls on the Severn Crossings which will deliver a £100m boost to the Welsh economy.2. Recognises the need for a north Wales growth deal and its importance for future prosperity in the region.3. Notes the importance of developing similar regional deals for rural communities in mid Wales to ensure our country works for everyone.,Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4013,Kirsty Williams,Against,NDM6318 - Plaid Cymru debate on the motion without amendment,2017-05-24,4293,NDM6318,FALSE,FALSE,NDM6318 - Assembly Debate,Rhun ap Iorwerth,2017-05-17,2017-05-17,"To propose that the National Assembly for Wales:1. Notes Plaid Cymru's Programme of Opposition and the commitment to establish a national energy company, Ynni Cymru.2. Notes the research paper by Simon Thomas on proposals to create Ynni Cymru.3. Calls on the Welsh Government to establish Ynni Cymru, which will run as a not for dividend company at arms-length from Welsh Government, investing profits in improved client service and prices.4. Calls on the Welsh Government to investigate creating a network of local energy grids.'Plaid Cymru's Programme for Opposition''Ynni Cymru – Power for Wales'",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4062,Kirsty Williams,Against,NDM6322 - Welsh Conservatives debate: Motion without amendment,2017-06-07,4295,NDM6322,FALSE,FALSE,NDM6322 - Assembly Debate,Paul Davies,2017-05-31,2017-05-31,"To propose that the National Assembly for Wales:1. Notes the acute shortage of homes available to younger people and families to purchase or rent at prices near the historical trend.2. Calls on the Welsh Government to base its calculation of housing need on the alternative projection contained in the Future Need and Demand for Housing in Wales.3. Further calls on the Welsh Government to:a) publish a strategy to secure more land, including brownfield sites, to be made available for home building;b) deliver greater investment in vocational skills for the construction sector and in the development of modern apprenticeships; andc) examine options for family living in higher density urban settings, following best practice in many European cities.'Future Need and Demand for Housing in Wales'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4094,Kirsty Williams,For,NDM6325 - Plaid Cymru debate: Motion without amendment,2017-06-07,4295,NDM6325,FALSE,FALSE,NDM6325 - Assembly Debate,Rhun ap Iorwerth,2017-05-31,2017-05-31,"To propose that the National Assembly for Wales:1. Notes that European payments comprise 80 per cent of farm income in Wales and that the purpose of these payments has been to ensure reasonably priced, high quality and high welfare food for the consumer.2. Notes with concern that irresponsible trade deals could lead to Wales being flooded with cheap imported food, harming the agricultural industry, rural economy and public health.3. Believes that the UK Government must deliver on the promises of its prominent Leave campaigners and guarantee that European funding for agriculture and rural development is replaced its entirety.4. Believes that, in order to give protection to Welsh farmers and rural communities, the UK Government should seek the endorsement of each UK country before any trade deal is be signed.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
4138,Kirsty Williams,Against,NDM6326 - Plaid Cymru debate: Motion without amendment,2017-06-07,4295,NDM6326,FALSE,FALSE,NDM6326 - Assembly Debate,Rhun ap Iorwerth,2017-05-31,2017-05-31,"To propose that the National Assembly for Wales:1. Notes the result of last year's EU referendum.2. Recognises that Wales has unique needs and requirements throughout the Brexit process.3. Notes the importance of Wales insulating itself from the economic uncertainty of Brexit, as well as grasping the new legislative and economic opportunities created beyond our departure from the EU.4. Calls on the UK Government to ensure:a) that the National Assembly for Wales has a veto over any foreign trade deal;b) that fiscal powers over VAT and APD are devolved to the National Assembly for Wales at the earliest opportunity and that further consideration is given to a unique Welsh corporation tax rate;c) that procurement powers are devolved to Wales to enable the Welsh Government to stipulate greater involvement of Welsh businesses in the procurement process to promote Welsh businesses; andd) that Wales does not receive a penny less in funding (as promised during the EU referendum campaign) and that a new investment package is brought forward to insulate the Welsh economy throughout the economic uncertainty caused by Brexit.5. Calls on the Welsh Government to bring forward plans for a Welsh migration service and work with the UK Government to bring forward UK legislation to allow regional visas to allow Wales to have an immigration policy that works for its public services and economy.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
